FileName,Image,Binary,Masked,CellCount,Area
t0010,"[[ 95  95  93 ...  97  98  99]
 [ 96  96  95 ...  98  98  98]
 [ 96  95  97 ...  97  97  97]
 ...
 [102 102 100 ...  95  95  94]
 [102 102 101 ...  94  95  96]
 [101 102 101 ...  95  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",70,541
t0011,"[[ 94  96  95 ...  98  98  98]
 [ 94  96  96 ...  98  97  97]
 [ 95  95  96 ...  98  97  95]
 ...
 [101 101 100 ...  95  95  96]
 [100 100 100 ...  95  96  95]
 [ 98 101 101 ...  95  96  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",63,507
t0012,"[[ 94  96  97 ...  98  99  98]
 [ 95  95  96 ...  99  98  96]
 [ 95  95  95 ...  98  98  96]
 ...
 [100  99 101 ...  96  95  96]
 [101 100 101 ...  96  96  97]
 [102 101 100 ...  96  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",72,527
t0013,"[[ 95  94  94 ...  98  97  95]
 [ 95  95  95 ...  98  96  95]
 [ 95  95  96 ...  97  94  95]
 ...
 [101 102 101 ...  97  97  95]
 [100 103 101 ...  97  95  94]
 [100 104 103 ...  97  95  94]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,543
t0014,"[[ 96  95  96 ...  97  98  99]
 [ 94  95  96 ...  97  97  97]
 [ 96  96  96 ...  99  98  98]
 ...
 [100 102 102 ...  97  96  97]
 [100  99 101 ...  95  95  96]
 [101 101 102 ...  96  95  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",74,546
t0015,"[[ 94  96  97 ...  98  98  98]
 [ 94  95  97 ...  99  98  97]
 [ 95  95  95 ...  97  98  96]
 ...
 [100 101 102 ...  94  95  96]
 [101 101 102 ...  95  95  94]
 [100 101 101 ...  96  96  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,530
t0016,"[[ 95  95  97 ...  96  97  99]
 [ 94  94  95 ...  96  97  96]
 [ 96  98  97 ...  98  96  96]
 ...
 [101 103 103 ...  94  96  96]
 [101 102 101 ...  95  96  95]
 [101 100 103 ...  94  95  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,495
t0017,"[[ 94  95  94 ...  98  97  97]
 [ 95  96  94 ...  98  96  97]
 [ 94  94  94 ...  96  95  96]
 ...
 [100  99 100 ...  94  95  93]
 [100  99 100 ...  95  95  95]
 [ 99 100 100 ...  93  93  94]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,526
t0018,"[[ 95  96  95 ...  99  99  97]
 [ 95  96  95 ...  98  98  98]
 [ 95  95  96 ...  97  97  97]
 ...
 [102 101 102 ...  96  97  95]
 [101 101 101 ...  95  96  96]
 [101 101 101 ...  97  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",80,530
t0019,"[[ 95  94  96 ...  98  99  98]
 [ 98  95  96 ...  98  99  98]
 [ 96  96  95 ...  97  98  98]
 ...
 [102 101 101 ...  95  94  95]
 [102 102 101 ...  96  94  96]
 [100 101 101 ...  96  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",62,543
t0020,"[[ 95  94  95 ...  98  98  98]
 [ 96  95  96 ...  98  98  97]
 [ 96  97  96 ...  96  95  95]
 ...
 [102 102 102 ...  95  95  95]
 [102 101 103 ...  96  94  94]
 [101 101 102 ...  98  96  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",79,514
t0021,"[[ 95  98  97 ...  97  98 100]
 [ 94  97  96 ... 101  97  99]
 [ 95  96  98 ...  99  96  98]
 ...
 [101 103 103 ...  97  98  95]
 [102 102 105 ...  99  96  96]
 [ 99 103 100 ...  96  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,535
t0022,"[[ 97  96  96 ...  99 100 100]
 [ 96  96  96 ...  99  99  99]
 [ 95  96  96 ...  98  98  98]
 ...
 [103 103 103 ...  97  98  98]
 [103 103 104 ...  97  97  98]
 [103 104 104 ...  98  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,499
t0023,"[[ 97  97  97 ...  98  99  99]
 [ 96  97  97 ...  98  98  98]
 [ 96  97  97 ...  98  97  98]
 ...
 [102 102 103 ...  98  96  97]
 [101 102 102 ...  97  97  97]
 [102 104 105 ...  97  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",65,501
t0024,"[[ 95  96  97 ...  99  99  99]
 [ 95  97  97 ...  98  97  98]
 [ 96  98  99 ...  97  97  98]
 ...
 [103 104 105 ...  98  97  97]
 [103 104 104 ...  98  97  97]
 [103 103 103 ...  97  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",65,530
t0025,"[[ 94  95  97 ... 101 102 100]
 [ 97  97  98 ... 100 100  99]
 [ 96  97  98 ...  97  96  97]
 ...
 [102 103 103 ...  97  97  96]
 [104 104 103 ...  97  96  96]
 [104 104 103 ...  98  99  99]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,541
t0026,"[[ 96  97  97 ...  99  99 100]
 [ 96  98  99 ... 100  99 100]
 [ 98  97  97 ...  98  98  98]
 ...
 [103 103 104 ...  98  98  96]
 [105 104 104 ...  99  99  98]
 [103 103 104 ...  99  99  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",70,503
t0027,"[[ 96  96  97 ... 100 101  99]
 [ 97  97  96 ...  99  99  99]
 [ 96  96  96 ...  99  98  98]
 ...
 [103 104 104 ...  98  97  96]
 [104 104 104 ...  98  96  97]
 [104 103 103 ...  97  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",67,501
t0028,"[[ 96  97  97 ... 100  99 100]
 [ 97  98  98 ... 101 100 100]
 [ 98  98  97 ...  99  99  99]
 ...
 [102 103 104 ...  98  99  98]
 [103 103 104 ...  98  99  98]
 [103 103 104 ...  97  98  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",69,534
t0029,"[[ 97  96  96 ... 100  99  98]
 [ 98  98  97 ... 100  99  99]
 [ 97  98  97 ...  99  97  98]
 ...
 [103 105 104 ...  98  97  97]
 [103 103 102 ...  98  96  97]
 [103 102 102 ...  97  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",61,519
t0030,"[[ 96  97  98 ...  98  99  98]
 [ 96  97  96 ...  98  95  98]
 [ 95  97  98 ...  97  97  97]
 ...
 [102 102 102 ...  98  98  96]
 [103 104 104 ...  96  98  98]
 [101 102 103 ...  95  96  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",61,539
t0031,"[[ 94  95  95 ...  97  97  97]
 [ 96  96  95 ...  97  97  97]
 [ 96  96  95 ...  96  96  97]
 ...
 [101 101 100 ...  95  94  95]
 [101 101 101 ...  94  95  95]
 [101 100 102 ...  94  95  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,541
t0032,"[[ 96  97  97 ...  98  98 100]
 [ 96  98  98 ...  99  97  98]
 [ 95  96  97 ...  98  97  97]
 ...
 [101 102 103 ...  97  96  97]
 [102 101 102 ...  96  95  96]
 [101 101 102 ...  96  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",58,516
t0033,"[[ 96  97  96 ... 100  99  98]
 [ 96  96  96 ...  98  97  97]
 [ 95  95  95 ...  97  97  97]
 ...
 [101 100 101 ...  96  96  95]
 [101 101 101 ...  95  95  95]
 [102 102 102 ...  96  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",65,523
t0034,"[[ 96  96  96 ...  99  98  97]
 [ 96  97  97 ... 100  99  98]
 [ 95  96  96 ...  98  97  97]
 ...
 [102 103 102 ...  97  98  97]
 [102 103 103 ...  96  96  95]
 [103 103 102 ...  97  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",63,509
