FileName,Image,Binary,Masked,CellCount,Area
t0107,"[[ 98  96  97 ... 101 100 100]
 [ 99  98  97 ... 101 100  99]
 [ 98  99  98 ... 101 100  99]
 ...
 [104 105 105 ...  98  98  98]
 [104 104 104 ...  98  98  98]
 [105 104 105 ...  98  98  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",73,565
t0108,"[[100  98  97 ... 103  99  99]
 [ 98  96  97 ... 100  98  97]
 [ 98  98  98 ...  99  97  98]
 ...
 [103 102 103 ...  97  97  98]
 [103 106 107 ...  97  96  98]
 [103 104 100 ...  97  96  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,538
t0109,"[[ 97  96  97 ... 100 100  99]
 [ 96  96  97 ...  99  99  99]
 [ 96  96  96 ...  99  98  98]
 ...
 [103 104 103 ...  95  96  97]
 [103 104 103 ...  97  97  96]
 [103 104 104 ...  98  98  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",72,533
t0110,"[[ 97  97  98 ... 100  99  99]
 [ 97  99  98 ... 100 100  97]
 [ 96  97  98 ...  99 100  98]
 ...
 [105 106 103 ...  97  99  99]
 [104 105 103 ...  99  97  98]
 [102 103 104 ...  95  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",70,551
t0111,"[[ 98  98  96 ... 100  99 100]
 [ 97  98  97 ... 100  99  99]
 [ 98  98  98 ...  99  98  98]
 ...
 [105 104 105 ...  98  97  98]
 [105 104 105 ...  98  98  97]
 [103 104 104 ...  98  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",72,529
t0112,"[[ 97  97  98 ... 103 101  99]
 [ 98  97  96 ... 100  99  98]
 [ 98  98  96 ...  99  98  98]
 ...
 [102 103 104 ...  96  97  97]
 [103 104 105 ...  97  98  98]
 [104 104 105 ...  97  99  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",73,553
t0113,"[[ 98  98  97 ...  99 100  99]
 [ 97  97  98 ...  99  98  98]
 [ 97  97  97 ...  98  96  96]
 ...
 [103 103 103 ...  97  96  97]
 [103 103 103 ...  97  98  98]
 [103 103 104 ...  97  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",73,577
t0114,"[[ 97  96  96 ... 101 100  98]
 [ 97  97  98 ... 100 100  98]
 [ 98  98  97 ...  99  97  96]
 ...
 [103 103 103 ...  99  98  99]
 [102 103 104 ...  98  98  99]
 [104 104 104 ...  96  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,523
t0115,"[[ 95  96  95 ... 100  98 100]
 [ 96  95  96 ...  99 100 100]
 [ 97  97  98 ... 100  98  97]
 ...
 [103 103 103 ...  97  97  96]
 [103 104 103 ...  97  96  96]
 [104 103 103 ...  98  99  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",70,573
t0116,"[[ 97  97  98 ... 100 101  99]
 [ 98  98  98 ...  99 100  99]
 [ 97  97  96 ...  99  99  97]
 ...
 [105 104 104 ...  97  98  99]
 [106 106 105 ...  98  98  97]
 [103 105 104 ...  98  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",81,531
t0117,"[[ 97  96  96 ... 101 100  98]
 [ 96  96  95 ... 100  97  97]
 [ 97  98  97 ...  99  97  97]
 ...
 [103 103 104 ...  97  97  98]
 [104 103 105 ...  98  97  97]
 [103 103 105 ...  98  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",70,551
t0118,"[[ 97  97  96 ... 100  99  98]
 [ 98  98  97 ...  99  99  98]
 [ 98  98  97 ...  98  99  98]
 ...
 [104 104 103 ...  98  98  98]
 [104 104 103 ...  98  98  98]
 [103 103 104 ...  98  98  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",72,527
t0119,"[[ 98  97  98 ...  98  98  99]
 [ 98  98  96 ...  99  97  97]
 [ 97  98  99 ...  97  98  98]
 ...
 [104 104 105 ...  97  97  96]
 [103 104 105 ...  99  95  97]
 [105 103 106 ...  98  96  99]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,536
t0120,"[[ 96  96  96 ... 100 100  99]
 [ 96  97  97 ...  99  99  98]
 [ 96  96  95 ...  97  97  97]
 ...
 [101 102 103 ...  97  97  96]
 [102 103 103 ...  97  97  95]
 [104 104 103 ...  96  98  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",81,550
t0121,"[[ 96  97  96 ...  99  99  99]
 [ 96  96  96 ...  99  98  98]
 [ 96  97  97 ...  97  97  97]
 ...
 [103 104 103 ...  98  97  97]
 [103 102 103 ...  98  96  96]
 [103 102 104 ...  97  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,530
t0122,"[[ 96  97  96 ... 100  99  97]
 [ 96  96  96 ...  99  98  98]
 [ 97  96  97 ...  98  97  97]
 ...
 [103 103 103 ...  96  97  96]
 [104 103 103 ...  96  96  95]
 [104 104 103 ...  96  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",73,529
t0123,"[[ 95  96  96 ...  99  99  98]
 [ 93  95  96 ...  98  97  96]
 [ 97  97  96 ...  97  96  96]
 ...
 [103 101 102 ...  97  95  95]
 [102 102 103 ...  97  96  96]
 [103 103 102 ...  96  96  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",71,514
t0124,"[[ 97  96  96 ... 100  99  98]
 [ 96  96  96 ...  99  98  97]
 [ 96  96  96 ...  97  98  99]
 ...
 [102 103 103 ...  97  97  97]
 [103 104 104 ...  97  96  96]
 [102 104 104 ...  98  96  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",75,508
t0125,"[[ 97  97  95 ... 102 100  99]
 [ 97  97  99 ...  99  99  99]
 [ 98  97  97 ...  96  96  97]
 ...
 [101 101 101 ...  97  97  98]
 [104 104 103 ...  96  95  96]
 [103 103 102 ...  97  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",79,541
t0126,"[[ 97  98  97 ... 100  99  98]
 [ 97  97  97 ...  99  99  98]
 [ 96  96  97 ...  98  98  97]
 ...
 [103 103 103 ...  97  96  96]
 [103 103 102 ...  97  96  96]
 [103 104 103 ...  97  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",78,571
t0127,"[[ 96  96  95 ...  98  97  97]
 [ 96  96  95 ...  98  96  96]
 [ 96  97  97 ...  98  97  96]
 ...
 [102 102 102 ...  96  96  96]
 [102 102 102 ...  95  96  96]
 [103 103 102 ...  95  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",74,537
t0128,"[[ 95  94  95 ... 100  99  98]
 [ 96  96  96 ...  99  98  97]
 [ 97  97  97 ...  98  96  96]
 ...
 [103 103 102 ...  96  97  98]
 [104 104 103 ...  96  97  97]
 [104 104 104 ...  96  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",74,557
t0129,"[[ 95  96  95 ...  99 100  99]
 [ 97  97  97 ...  98  98  97]
 [ 97  98  97 ...  97  98  97]
 ...
 [104 102 101 ...  97  97  97]
 [103 103 102 ...  97  97  98]
 [103 103 102 ...  96  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",65,548
t0130,"[[ 96  97  97 ... 101  98  97]
 [ 98  98  97 ...  99  98  95]
 [ 98  98  98 ...  99  98  96]
 ...
 [103 102 103 ...  98  98  97]
 [103 104 104 ...  97  97  97]
 [102 103 103 ...  97  98  98]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",68,533
t0131,"[[ 96  96  96 ... 101  99  98]
 [ 97  95  95 ...  99  98  98]
 [ 97  95  95 ...  97  97  98]
 ...
 [103 103 102 ...  96  97  97]
 [102 102 103 ...  97  97  98]
 [103 103 104 ...  97  98  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",81,541
t0132,"[[ 96  97  97 ... 100 100  99]
 [ 96  96  98 ...  99 100  98]
 [ 98  97  98 ...  98  99  97]
 ...
 [104 103 104 ...  97  96  98]
 [104 103 105 ... 100  96  97]
 [104 103 104 ...  98  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",78,568
t0133,"[[ 98  97  96 ... 100 101  99]
 [ 97  97  97 ...  99  98  97]
 [ 97  97  98 ...  98  97  97]
 ...
 [103 102 103 ...  97  97  97]
 [102 102 102 ...  97  97  98]
 [103 103 103 ...  97  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",72,551
t0134,"[[ 97  97  97 ... 100 100  99]
 [ 97  97  97 ... 100  99  98]
 [ 98  98  98 ...  97  97  97]
 ...
 [102 103 104 ...  97  97  97]
 [103 104 105 ...  97  97  97]
 [104 103 104 ...  98  99  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",77,514
t0135,"[[ 96  97  97 ...  99  99  99]
 [ 97  97  98 ...  98  98  97]
 [ 96  96  97 ...  97  97  97]
 ...
 [104 105 103 ...  97  97  96]
 [104 103 103 ...  97  95  96]
 [102 104 102 ...  97  95  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",77,536
t0136,"[[ 98  97  96 ... 100  99  98]
 [ 98  97  95 ... 100  98  98]
 [ 98  97  96 ...  97  96  97]
 ...
 [104 104 104 ...  99  97  96]
 [102 104 104 ...  97  97  97]
 [102 104 105 ...  97  96  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",80,546
t0137,"[[ 96  95  96 ...  99  99  97]
 [ 95  95  96 ...  99  97  97]
 [ 96  97  97 ...  98  97  97]
 ...
 [102 102 104 ...  95  96  96]
 [102 101 103 ...  96  96  96]
 [103 102 103 ...  97  97  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",76,528
t0138,"[[ 97  96  96 ...  97  98  98]
 [ 96  95  97 ...  99  97  96]
 [ 96  96  96 ...  98  98  96]
 ...
 [102 102 103 ...  96  97  96]
 [103 104 103 ...  96  97  95]
 [102 104 103 ...  97  95  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",75,526
t0139,"[[ 95  96  97 ... 100 100  98]
 [ 96  96  97 ...  97  97  97]
 [ 97  96  96 ...  98  98  96]
 ...
 [101 101 102 ...  96  95  95]
 [102 101 103 ...  96  95  97]
 [103 101 103 ...  96  95  96]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",75,513
t0140,"[[ 96  97  96 ... 100  99  98]
 [ 95  96  96 ...  98 100  99]
 [ 96  96  97 ...  96  96  97]
 ...
 [102 102 102 ...  98  98  97]
 [103 103 103 ...  95  96  96]
 [102 103 104 ...  96  97  97]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",77,510
t0141,"[[ 97  97  96 ...  99  98  97]
 [ 96  96  96 ...  98  97  95]
 [ 97  94  97 ...  98  97  98]
 ...
 [103 102 101 ...  96  96  96]
 [103 101 103 ...  95  96  95]
 [102 102 103 ...  96  96  95]]","[array([[ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       ...,
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True],
       [ True,  True,  True, ...,  True,  True,  True]])]","[array([[False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       ...,
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False],
       [False, False, False, ..., False, False, False]])]",67,514
